,bike_id,age_scaled,model_type,no_of_riding_sessions,no_of_charging_sessions,charging_behavior,mileage_km_per_soc
356,bike_21609,0.16666666666666663,Model_4,523,39,Decent,0.9730942491694352
357,bike_28466,0.16666666666666663,Model_4,1584,155,Decent,0.7959038261217817
358,bike_7392,0.7619047619047619,Model_1,239,25,Decent,0.7582938195015577
359,bike_15928,0.16666666666666663,Model_4,1668,189,Decent,0.8490948528324507
360,bike_13859,0.16666666666666663,Model_4,149,35,Decent,1.194020737505899
361,bike_25089,0.16666666666666663,Model_3,1494,151,Decent,0.7912609145779221
362,bike_14541,0.16666666666666663,Model_3,3958,451,Decent,0.7327076830918051
363,bike_25670,0.16666666666666663,Model_4,573,30,Good,0.9612188705946856
364,bike_23143,0.16666666666666663,Model_4,895,118,Bad,0.9951970926273448
365,bike_10103,0.16666666666666663,Model_4,853,148,Bad,0.8923608888736951
366,bike_26560,0.16666666666666663,Model_3,406,43,Decent,0.8724742723600241
367,bike_18737,0.16666666666666663,Model_4,433,29,Good,0.8522114114748169
368,bike_22176,0.16666666666666663,Model_4,345,20,Good,0.9968568711780122
369,bike_27343,0.16666666666666663,Model_4,859,54,Decent,0.8121641082973489
370,bike_14388,0.16666666666666663,Model_4,713,109,Decent,0.9509769182322708
371,bike_26970,0.16666666666666663,Model_4,634,68,Decent,0.8766532596998554
372,bike_12955,0.16666666666666663,Model_4,2835,352,Bad,1.3715629532111455
373,bike_14834,0.16666666666666663,Model_4,1196,201,Decent,0.8324841991526366
374,bike_13361,0.16666666666666663,Model_4,1357,128,Decent,0.9975701418736168
375,bike_19674,0.16666666666666663,Model_4,183,29,Good,0.9587892217958556
376,bike_10401,0.16666666666666663,Model_4,586,85,Decent,0.9418082732961184
377,bike_5990,0.16666666666666663,Model_4,789,130,Bad,0.8234970417018491
378,bike_9965,0.16666666666666663,Model_4,1956,141,Bad,1.2795024349478907
379,bike_17394,0.16666666666666663,Model_4,253,39,Decent,0.9064747315987856
380,bike_986,0.16666666666666663,Model_4,417,27,Good,0.715174125048072
381,bike_26174,0.16666666666666663,Model_4,1496,116,Decent,1.1247769091766926
382,bike_22470,0.16666666666666663,Model_4,641,25,Good,0.9017189763828788
383,bike_13559,0.16666666666666663,Model_4,2044,336,Decent,0.8196591712213736
384,bike_27919,0.16666666666666663,Model_4,1085,165,Decent,0.9853128626642492
385,bike_7345,0.16666666666666663,Model_4,839,156,Decent,1.0850899477680096
386,bike_4814,0.16666666666666663,Model_4,676,56,Decent,0.7948069119411252
387,bike_7512,0.7619047619047619,Model_1,722,209,Decent,1.134758326977214
388,bike_20278,0.7619047619047619,Model_1,571,156,Decent,0.7886265110159011
389,bike_15980,0.16666666666666663,Model_4,725,21,Good,0.935319122548225
390,bike_22823,0.16666666666666663,Model_4,1241,110,Decent,0.9142184242481
391,bike_2410,0.16666666666666663,Model_4,2157,304,Bad,0.9193660742380312
392,bike_11627,0.16666666666666663,Model_4,1757,99,Decent,0.8617591066891168
393,bike_13956,0.16666666666666663,Model_4,2536,278,Decent,0.9629680416813148
394,bike_19768,0.16666666666666663,Model_4,674,89,Decent,0.8457391905278894
395,bike_3286,0.16666666666666663,Model_3,176,19,Good,0.7251522922127455
396,bike_28120,0.16666666666666663,Model_4,708,60,Decent,1.007121355011344
397,bike_2432,0.16666666666666663,Model_4,1712,244,Decent,0.9347346341131144
398,bike_17117,0.16666666666666663,Model_4,1242,143,Bad,1.046895021262846
399,bike_1313,0.16666666666666663,Model_4,1180,128,Decent,0.8708272282181145
400,bike_19798,0.16666666666666663,Model_4,737,60,Decent,0.9293739090633636
401,bike_27791,0.16666666666666663,Model_4,1149,286,Decent,0.9486073550420168
402,bike_2748,0.7619047619047619,Model_1,307,40,Decent,0.935397628275862
403,bike_7295,0.16666666666666663,Model_4,1862,238,Decent,0.9280765599262948
404,bike_22854,0.7619047619047619,Model_1,564,108,Decent,0.5510622793939394
405,bike_5033,0.16666666666666663,Model_3,1230,144,Good,0.8634749426145911
406,bike_21855,0.16666666666666663,Model_4,399,58,Decent,0.8054278842485177
407,bike_21123,0.16666666666666663,Model_4,672,72,Decent,0.8066372942528734
408,bike_415,0.16666666666666663,Model_4,893,124,Bad,0.8609534167562504
409,bike_885,0.16666666666666663,Model_4,944,295,Bad,1.054033822100712
410,bike_11367,0.7619047619047619,Model_1,21,3,Decent,1.0532551969230768
411,bike_10059,0.16666666666666663,Model_4,1229,232,Decent,0.6955927685639124
412,bike_27878,0.16666666666666663,Model_4,1920,263,Bad,1.0142410121599588
413,bike_19933,0.16666666666666663,Model_3,54,5,Decent,0.9714865823250216
414,bike_21760,0.16666666666666663,Model_3,669,59,Decent,0.76260177330455
415,bike_24038,0.16666666666666663,Model_4,1583,378,Bad,0.864770844482918
416,bike_23562,0.16666666666666663,Model_4,555,123,Decent,0.9652786881363042
417,bike_17053,0.16666666666666663,Model_4,524,125,Decent,1.0332896229967017
418,bike_6437,0.16666666666666663,Model_4,474,51,Decent,0.7557827854196024
419,bike_16600,0.16666666666666663,Model_4,1626,149,Decent,0.8706552774095206
420,bike_19456,0.16666666666666663,Model_4,1975,104,Decent,0.935618709851586
421,bike_25495,0.16666666666666663,Model_4,778,113,Decent,1.0357657293743077
422,bike_1884,0.16666666666666663,Model_4,765,71,Decent,0.7875654858212835
423,bike_13876,0.16666666666666663,Model_3,1018,156,Bad,0.9245120348188388
424,bike_2960,0.16666666666666663,Model_4,1790,370,Decent,0.8886692432886362
425,bike_13733,0.16666666666666663,Model_4,666,188,Bad,0.851224932642487
426,bike_11052,0.16666666666666663,Model_4,457,39,Decent,0.9654518355967554
427,bike_11370,0.16666666666666663,Model_4,1448,74,Decent,0.9813467813071508
428,bike_71,0.16666666666666663,Model_4,281,21,Decent,0.680103266052811
429,bike_8410,0.16666666666666663,Model_4,1531,72,Decent,0.8602653501929087
430,bike_6735,0.16666666666666663,Model_4,715,139,Bad,1.01693131332346
431,bike_20276,0.16666666666666663,Model_4,1554,180,Decent,0.9092333071697304
432,bike_14634,0.16666666666666663,Model_4,1116,171,Decent,0.9390890795281562
433,bike_174,0.16666666666666663,Model_4,2159,136,Decent,0.8101388485598354
434,bike_11276,0.7619047619047619,Model_1,274,87,Bad,1.267529755
435,bike_2478,0.16666666666666663,Model_3,1630,183,Bad,0.970668178875076
436,bike_27324,0.16666666666666663,Model_4,631,113,Decent,0.8353493038537171
437,bike_12172,0.16666666666666663,Model_4,1092,49,Decent,0.667093024295612
438,bike_4802,0.16666666666666663,Model_3,673,49,Decent,0.804325976728579
439,bike_8216,0.16666666666666663,Model_4,696,100,Bad,0.8302570234393042
440,bike_19559,0.16666666666666663,Model_4,1367,154,Bad,0.8757184232984655
441,bike_8184,0.16666666666666663,Model_3,451,42,Decent,0.7306581141711982
442,bike_4701,0.16666666666666663,Model_4,1205,142,Decent,0.9220492530824816
443,bike_4879,0.16666666666666663,Model_3,991,200,Decent,0.843479276115731
444,bike_6737,0.16666666666666663,Model_4,2222,196,Decent,0.8407261634766375
445,bike_20736,0.16666666666666663,Model_4,1189,132,Bad,0.7551880835411472
446,bike_2682,0.16666666666666663,Model_4,506,48,Decent,0.9111946820075922
447,bike_19068,0.16666666666666663,Model_4,1100,87,Decent,0.8831934707900897
448,bike_17327,0.16666666666666663,Model_3,441,50,Good,0.9723010805774678
449,bike_22198,0.16666666666666663,Model_4,612,32,Decent,0.852507707509742
450,bike_16927,0.16666666666666663,Model_4,1082,156,Good,1.1609437890214314
451,bike_11510,0.16666666666666663,Model_4,140,15,Good,0.821044847593583
452,bike_6159,0.16666666666666663,Model_4,559,124,Decent,0.9135087892590076
453,bike_27801,0.16666666666666663,Model_4,1024,115,Decent,0.8995265929174787
454,bike_19359,0.16666666666666663,Model_4,290,92,Bad,0.7039085703789637
455,bike_22514,0.16666666666666663,Model_4,802,180,Bad,0.7244281840171143
456,bike_23349,0.16666666666666663,Model_4,750,150,Bad,0.9267085387615036
457,bike_10016,0.16666666666666663,Model_3,1731,101,Decent,0.7089941678156748
458,bike_19298,0.16666666666666663,Model_4,1597,164,Decent,0.8240533725061798
459,bike_24423,0.16666666666666663,Model_4,658,47,Good,0.8305913114612424
460,bike_10110,0.16666666666666663,Model_4,1290,186,Decent,0.932465390501306
461,bike_26357,0.16666666666666663,Model_4,1237,233,Bad,0.883537399970316
462,bike_603,0.16666666666666663,Model_4,1573,74,Good,1.1483749159183674
463,bike_15775,0.16666666666666663,Model_3,269,60,Bad,1.093562176269594
464,bike_22580,0.7619047619047619,Model_1,1187,231,Bad,0.8531663884844868
465,bike_11914,0.16666666666666663,Model_4,696,129,Decent,0.9465136932799816
466,bike_1222,0.9285714285714285,Model_1,294,38,Decent,1.0738035016666665
467,bike_326,0.16666666666666663,Model_4,1352,103,Decent,0.8953892588428028
468,bike_21292,0.16666666666666663,Model_4,973,95,Decent,0.8880371008690502
469,bike_4800,0.16666666666666663,Model_3,433,39,Decent,0.9471378550485372
470,bike_34,0.16666666666666663,Model_4,1127,184,Decent,0.9446143265612224
471,bike_1793,0.7619047619047619,Model_1,1462,97,Good,0.6947026157423104
472,bike_24542,0.16666666666666663,Model_4,2200,255,Decent,0.8625577174078224
473,bike_12020,0.16666666666666663,Model_4,584,112,Decent,0.7644243249423862
474,bike_20815,0.16666666666666663,Model_4,501,146,Bad,1.001420512890095
475,bike_19261,0.7619047619047619,Model_1,670,98,Decent,0.668693745
476,bike_22784,0.16666666666666663,Model_4,2678,129,Good,0.774699429931775
477,bike_6774,0.16666666666666663,Model_4,730,112,Decent,0.7088071199266223
478,bike_8853,0.16666666666666663,Model_4,1378,160,Decent,0.9154716817598786
479,bike_14176,0.16666666666666663,Model_4,1293,105,Decent,0.9104236475693468
480,bike_2131,0.7619047619047619,Model_1,748,32,Good,0.8009655803521127
481,bike_23573,0.7619047619047619,Model_1,660,72,Decent,0.800571154143763
482,bike_2850,0.16666666666666663,Model_4,1548,121,Bad,0.8955322844528689
483,bike_4055,0.16666666666666663,Model_3,1038,114,Decent,0.8339343658109132
484,bike_16178,0.16666666666666663,Model_4,15,8,Bad,0.629220824858757
485,bike_25373,0.14285714285714285,Model_4,518,53,Decent,0.9445493368210788
486,bike_26013,0.14285714285714285,Model_4,950,200,Decent,0.8698786818486678
487,bike_15564,0.14285714285714285,Model_4,1533,103,Good,1.3399047879666186
488,bike_3777,0.14285714285714285,Model_4,1104,289,Decent,0.9144821719333368
489,bike_15071,0.14285714285714285,Model_4,495,95,Decent,1.0830848662662371
490,bike_1115,0.14285714285714285,Model_4,1723,165,Bad,0.8834716698973374
491,bike_18922,0.14285714285714285,Model_4,1703,161,Decent,0.8235026357757472
492,bike_9394,0.14285714285714285,Model_3,299,41,Bad,1.0547616479270647
493,bike_5158,0.14285714285714285,Model_3,750,118,Decent,0.9281267682252788
494,bike_21352,0.14285714285714285,Model_3,1646,129,Bad,0.8736892702869629
495,bike_16497,0.14285714285714285,Model_4,1052,147,Decent,0.8585647301660516
496,bike_19407,0.14285714285714285,Model_3,2025,162,Decent,0.8499691973364901
497,bike_20074,0.14285714285714285,Model_4,2148,140,Decent,1.053452984461155
498,bike_21699,0.14285714285714285,Model_4,1686,175,Decent,0.9828890697136696
499,bike_7834,0.14285714285714285,Model_4,688,93,Bad,0.837483898028169
500,bike_8937,0.14285714285714285,Model_3,887,111,Bad,0.9676191205671172
501,bike_3849,0.14285714285714285,Model_4,1621,122,Decent,0.9631772142564744
502,bike_3557,0.14285714285714285,Model_4,2354,130,Decent,0.8677248418038456
503,bike_20545,0.14285714285714285,Model_4,211,13,Good,0.7726075969614586
504,bike_11791,0.14285714285714285,Model_4,674,115,Decent,0.8572720984532859
505,bike_8885,0.14285714285714285,Model_3,1096,174,Decent,0.8718656680668975
506,bike_14810,0.14285714285714285,Model_3,1018,124,Decent,1.0091629377337823
507,bike_28431,0.14285714285714285,Model_3,1268,266,Bad,1.0610475031858249
508,bike_19747,0.14285714285714285,Model_4,781,59,Decent,0.837044239838764
509,bike_27774,0.14285714285714285,Model_4,427,38,Good,0.8259617301099788
510,bike_14945,0.14285714285714285,Model_4,141,12,Good,0.7285317415832575
511,bike_21184,0.14285714285714285,Model_4,801,108,Decent,0.83689296406064
512,bike_10990,0.14285714285714285,Model_4,408,33,Decent,0.8842212531992081
513,bike_21181,0.14285714285714285,Model_4,620,133,Good,0.8802989428122479
514,bike_19089,0.14285714285714285,Model_3,261,29,Decent,0.9628086261587302
515,bike_16411,0.14285714285714285,Model_4,351,16,Good,1.082735431656734
516,bike_9191,0.14285714285714285,Model_4,309,80,Good,0.8127664585121023
517,bike_8715,0.14285714285714285,Model_4,501,46,Decent,0.9214687744995314
518,bike_9616,0.14285714285714285,Model_4,2028,178,Decent,0.6507826350283721
519,bike_12180,0.14285714285714285,Model_4,517,24,Good,0.9737962860036422
520,bike_17333,0.14285714285714285,Model_4,424,56,Decent,0.7474348950740111
521,bike_4795,0.14285714285714285,Model_4,480,33,Good,0.9357939276795536
522,bike_26506,0.14285714285714285,Model_4,400,50,Decent,0.7123549618239661
523,bike_25233,0.14285714285714285,Model_4,1405,135,Bad,1.1128023853138955
524,bike_2270,0.14285714285714285,Model_4,1046,102,Decent,0.7491849608580811
525,bike_13608,0.14285714285714285,Model_4,338,48,Decent,1.0213545210728825
526,bike_21551,0.14285714285714285,Model_3,466,34,Decent,0.9065806499929348
527,bike_25114,0.14285714285714285,Model_4,877,66,Decent,0.791959811082897
528,bike_11629,0.14285714285714285,Model_3,322,53,Decent,0.779914842616343
529,bike_4788,0.14285714285714285,Model_4,231,28,Decent,0.6430250860201076
530,bike_1537,0.14285714285714285,Model_4,634,192,Bad,0.9387475514464552
531,bike_791,0.14285714285714285,Model_4,1229,128,Decent,0.9940071020969812
532,bike_13424,0.14285714285714285,Model_4,1976,260,Decent,0.944066805173683
533,bike_15159,0.14285714285714285,Model_4,1692,225,Decent,0.9334740980296132
534,bike_23466,0.14285714285714285,Model_4,1737,99,Decent,0.9292940710855162
535,bike_27747,0.14285714285714285,Model_4,2310,208,Decent,0.946963225029278
536,bike_9775,0.14285714285714285,Model_4,1936,300,Bad,0.9112693775897864
537,bike_25742,0.14285714285714285,Model_4,881,102,Decent,1.090756424678882
538,bike_16248,0.14285714285714285,Model_4,581,36,Good,0.8632081896059955
539,bike_26296,0.14285714285714285,Model_4,677,150,Decent,0.8863766524718553
540,bike_26504,0.14285714285714285,Model_4,3743,167,Decent,0.7997868893548904
541,bike_15250,0.14285714285714285,Model_4,1720,229,Decent,1.0164537351398968
542,bike_9845,0.14285714285714285,Model_4,413,20,Good,0.7361860627338489
543,bike_1735,0.14285714285714285,Model_4,300,18,Decent,0.8248373214089866
544,bike_6091,0.14285714285714285,Model_4,1179,69,Decent,0.8092704682632669
545,bike_22758,0.14285714285714285,Model_4,688,56,Good,0.9125956118502146
546,bike_10406,0.14285714285714285,Model_4,1659,170,Decent,0.9810190612559077
547,bike_27705,0.14285714285714285,Model_4,1136,65,Decent,1.1491442572668948
548,bike_13038,0.14285714285714285,Model_3,1181,139,Decent,0.7131604918524251
549,bike_25150,0.14285714285714285,Model_4,1298,258,Decent,0.7013890117613045
550,bike_27637,0.14285714285714285,Model_3,1302,293,Bad,1.0313121153881524
551,bike_21898,0.14285714285714285,Model_4,1989,117,Decent,0.7900099178895733
552,bike_18539,0.14285714285714285,Model_4,965,73,Decent,0.9270468758468334
553,bike_26113,0.14285714285714285,Model_4,2999,372,Bad,0.9474617937241874
554,bike_15015,0.14285714285714285,Model_4,1413,226,Bad,0.8183249859703816
555,bike_14229,0.14285714285714285,Model_4,508,43,Decent,0.7603982101815057
556,bike_11178,0.14285714285714285,Model_4,313,26,Decent,0.8649457953512942
557,bike_4825,0.14285714285714285,Model_4,392,34,Decent,0.6461225022296115
558,bike_21791,0.14285714285714285,Model_4,902,129,Decent,0.9967945134410434
559,bike_26966,0.738095238095238,Model_1,784,118,Decent,0.6997020929032258
560,bike_265,0.14285714285714285,Model_4,436,46,Good,0.6612195267669843
561,bike_22999,0.14285714285714285,Model_3,1485,240,Decent,0.9180133532677645
562,bike_18271,0.14285714285714285,Model_3,493,59,Decent,0.8371735966924154
563,bike_23606,0.14285714285714285,Model_4,1053,89,Decent,0.9272941437068936
564,bike_10589,0.14285714285714285,Model_4,43,8,Decent,0.7009672352941176
565,bike_28300,0.14285714285714285,Model_3,720,109,Decent,1.048283474934193
566,bike_3152,0.738095238095238,Model_1,1495,451,Bad,0.6712785780212857
567,bike_24721,0.14285714285714285,Model_4,831,113,Bad,0.7291372114702673
568,bike_4897,0.738095238095238,Model_1,344,55,Good,0.7732844463513513
569,bike_15771,0.14285714285714285,Model_4,642,38,Good,0.9905560229385892
570,bike_22359,0.14285714285714285,Model_4,1696,126,Decent,0.711387255894679
571,bike_13341,0.14285714285714285,Model_4,700,66,Decent,1.1316425054289918
572,bike_8397,0.14285714285714285,Model_4,870,129,Decent,1.0374731708198135
573,bike_25055,0.14285714285714285,Model_3,174,25,Decent,0.7395150692307693
574,bike_19583,0.14285714285714285,Model_4,623,54,Decent,0.8939714827344393
575,bike_8334,0.14285714285714285,Model_4,1047,22,Decent,0.8163496422997533
576,bike_25507,0.14285714285714285,Model_4,1735,70,Decent,0.8804661581191123
577,bike_3106,0.738095238095238,Model_1,409,61,Decent,0.8533148189473684
578,bike_10349,0.14285714285714285,Model_4,1161,97,Decent,0.8027951886430231
579,bike_21863,0.14285714285714285,Model_4,885,114,Decent,0.8053419744882269
580,bike_22305,0.14285714285714285,Model_4,794,26,Good,0.8306926782701742
581,bike_25003,0.14285714285714285,Model_4,573,91,Bad,1.0003989865827916
582,bike_4638,0.14285714285714285,Model_4,120,12,Good,1.0587842042420967
583,bike_4277,0.14285714285714285,Model_4,1663,160,Decent,0.9155511904506456
584,bike_23278,0.14285714285714285,Model_4,768,31,Decent,0.9083459651467672
585,bike_13561,0.14285714285714285,Model_4,254,17,Good,0.8779436634927796
586,bike_16153,0.14285714285714285,Model_3,421,123,Decent,0.9091640333607336
587,bike_7946,0.14285714285714285,Model_4,334,78,Bad,0.8559382122326203
588,bike_22270,0.738095238095238,Model_1,686,130,Decent,1.0496064535135134
589,bike_28352,0.14285714285714285,Model_3,1878,132,Decent,0.8430738602575177
590,bike_1421,0.14285714285714285,Model_4,399,58,Good,0.9230150533906656
591,bike_5586,0.14285714285714285,Model_4,329,10,Good,0.7912235489077836
592,bike_28253,0.14285714285714285,Model_4,1105,147,Decent,0.8608162885652219
593,bike_6649,0.14285714285714285,Model_4,1085,163,Decent,0.7419700664445876
594,bike_12827,0.14285714285714285,Model_4,885,26,Good,0.864163122086748
595,bike_9724,0.14285714285714285,Model_4,1105,160,Bad,0.8331877410520606
596,bike_2173,0.14285714285714285,Model_4,480,128,Good,0.8550576441861326
597,bike_5095,0.14285714285714285,Model_4,1562,120,Decent,0.9565935624383468
598,bike_17732,0.14285714285714285,Model_4,948,88,Decent,0.7760112461010952
